id	has_metaphor	bertscore_f1	bertscore_precision	bertscore_recall	bleu	chrf	chrf2	comet_no_ref	comet_ref	meteor	rouge	ter
1056	True	0.9764635562896729	0.9739214181900024	0.9790188670158386	59.694917920196445	81.95822236951409	81.95579022686246	0.9358676671981812	0.9840412139892578	86.4795918367347	87.4999995	12.5
1058	True	0.9526055455207825	0.9674628376960754	0.9381976127624512	40.40910164157907	60.732198615411434	61.040445844664625	0.8466784954071045	0.9162172079086304	59.71337579617833	71.42857093112245	37.5
1059	True	0.9773842096328735	0.9785690307617188	0.9762023687362671	26.318629299018916	72.71969337992469	71.24197293876779	0.7189331650733948	0.8049031496047974	72.27298364354202	72.22222172376543	30.0
1063	True	0.8988140821456909	0.9066376090049744	0.8911244869232178	20.164945583740657	45.05310531793198	43.887965540691525	0.9740729331970215	0.9987189769744873	39.453125	49.99999950000001	62.5
1065	True	0.9007591009140015	0.909816324710846	0.891880452632904	22.997519112894437	39.685076648617965	40.38934817494496	0.7716983556747437	0.7818001508712769	43.60360360360361	49.99999950000001	72.72727272727273
1066	True	0.9237669706344604	0.9139017462730408	0.9338474869728088	27.901593935858266	49.852522023979326	51.31271446289668	0.8486442565917969	0.8350139856338501	63.84943181818182	54.54545404545455	45.45454545454545
1069	True	0.98627108335495	0.9826109409332275	0.9899585843086243	73.48889200874659	94.1643694667016	92.3169811434355	0.9218134880065918	0.983232855796814	89.50617283950618	89.9999995	10.0
1070	True	0.9647454619407654	0.963227391242981	0.9662682414054871	63.64970309311582	77.36669594170938	78.16427216131903	0.7030307650566101	0.7241315841674805	85.65184003780494	84.848484348944	14.285714285714285
1071	True	1.0000537633895874	1.0000537633895874	1.0000537633895874	100.00000000000004	100.0	100.0	0.9726482629776001	0.9896997213363647	99.93141289437585	99.9999995	0.0
1074	True	0.9784539341926575	0.9769015312194824	0.9800112843513489	65.80370064762461	87.29509911471543	86.45101523752373	0.9827120900154114	0.9986941814422607	88.19444444444444	88.8888883888889	11.11111111111111
