id	has_metaphor	bertscore_f1	bertscore_precision	bertscore_recall	bleu	chrf	chrf2	comet_no_ref	comet_ref	meteor	rouge	ter
2601	True	0.9268118739128113	0.9325056672096252	0.9211872220039368	30.509752160562883	50.60410975058518	48.442729439818855	1.0	1.0	37.27144866385373	39.999999502222224	62.5
2604	True	0.9999842643737793	0.9999842643737793	0.9999842643737793	100.00000000000004	100.0	100.0	1.0	1.0	99.85422740524781	99.9999995	0.0
2605	True	0.9322841763496399	0.9274963140487671	0.9371217489242554	32.46679154750989	64.60113645648433	64.06923399550774	1.0	1.0	69.44444444444446	70.58823479584775	37.5
2607	True	0.9617684483528137	0.9571728110313416	0.9664084911346436	29.84745896009822	69.03936770357645	68.72397022212678	0.9209185838699341	0.9418028593063354	74.71655328798185	77.77777727777779	22.22222222222222
2618	True	0.8639115691184998	0.8670474886894226	0.8607983589172363	4.923026124015933	27.970487278556405	22.466434179828784	1.0	0.9809563159942627	0.0	0.0	100.0
2619	True	0.9348931908607483	0.929825484752655	0.9400164484977722	25.16441111691874	57.337909966714896	54.81478843559437	1.0	1.0	49.08451668873567	62.857142357551034	50.0
2620	True	0.6092326641082764	0.5802412033081055	0.6412734985351562	3.0890553181566975	15.914407724274287	13.033210550222082	0.22081594169139862	0.3128325343132019	0.0	0.0	120.0
2623	True	0.9838230609893799	0.9860321879386902	0.9816237688064575	73.24967962619762	90.79942582431737	88.73579410952503	0.9911999702453613	1.0	85.01505541674675	87.9999995008	15.384615384615385
2624	True	0.9333716034889221	0.9404346942901611	0.9264139533042908	46.92470064105599	59.70991431300272	61.39407486666249	1.0	1.0	69.18367346938776	66.66666616666667	40.0
2641	True	0.9026110768318176	0.8972140550613403	0.9080734848976135	11.884631831419354	47.55898354191748	45.16699893580891	0.9911999702453613	1.0	53.00453514739228	42.10526265927979	72.72727272727273
2645	True	0.9765957593917847	0.9626377820968628	0.990964412689209	75.98356856515926	99.15184251822531	98.36809055978028	1.0	1.0	79.37500000000001	99.9999995	20.0
2648	True	0.9927927255630493	0.9927927255630493	0.9927927255630493	80.70557274927978	86.73539563124758	86.41518308707205	1.0	1.0	89.50617283950618	89.9999995	10.0
2649	True	0.5999031662940979	0.5670658349990845	0.6367772817611694	0.0	15.826448390344314	11.869836292758237	0.5439515113830566	0.5779573917388916	0.0	0.0	171.42857142857142
2659	True	0.9844086170196533	0.9821109771728516	0.9867169857025146	63.404662770468576	85.32357981387658	83.5009647809667	0.9823999404907227	1.0	81.3692480359147	81.81818131818183	18.181818181818183
2664	True	0.9541501402854919	0.941388726234436	0.9672622680664062	35.49481056010054	84.05859086391423	79.13751576021907	1.0	1.0	60.5	74.9999995	37.5
2670	True	0.9296761751174927	0.9326364994049072	0.9267345666885376	34.68626146171916	53.79642433604908	53.45853892122133	0.8742811679840088	0.9016116857528687	56.5083176127594	60.86956471833649	41.66666666666667
2676	True	0.935585081577301	0.9417070150375366	0.9295422434806824	22.229849552064017	57.57865361219605	55.08912161241002	0.9823999404907227	0.9378769397735596	54.026442307692314	38.46153796153847	69.23076923076923
2687	True	0.9341453909873962	0.9277693033218384	0.9406097531318665	36.55552228545123	61.420431018257105	60.83128130844682	0.9784551858901978	0.9980392456054688	53.57142857142857	71.42857092857143	57.14285714285714
2697	True	0.9436250329017639	0.9443620443344116	0.9428892135620117	19.672746885239153	58.10477544552546	55.44142255084028	1.0	0.9912000298500061	55.75	66.6666661688889	50.0
2708	True	0.925705075263977	0.930594801902771	0.9208665490150452	72.59795291154772	67.02277032370661	71.52270856133377	0.9905200004577637	0.9876219630241394	87.37244897959184	85.71428521428571	12.5
2709	True	0.9796340465545654	0.9866254329681396	0.9727410078048706	49.02608580435964	76.42695335671972	74.09735989051647	1.0	1.0	64.05895691609977	79.99999950499999	36.36363636363637
2717	True	0.9034023284912109	0.9112789630889893	0.8956606984138489	12.011055432195764	47.722480134854806	43.03609511478646	0.9911999702453613	1.0	42.24058769513315	39.9999995008	75.0
2728	True	1.000014305114746	1.000014305114746	1.000014305114746	100.00000000000004	100.0	100.0	0.9790412187576294	0.9994833469390869	99.6	99.9999995	0.0
2731	True	0.8879832625389099	0.8906149864196777	0.8853670358657837	9.425159511373677	21.30311926609928	22.91342778133128	0.9121965765953064	0.8421362638473511	31.562500000000004	39.99999950000001	90.0
2750	True	0.9223875999450684	0.921347439289093	0.9234299659729004	21.763141204756337	56.24899185985266	53.00708509749781	0.7974693775177002	0.6517263054847717	46.73721340388008	57.14285665306124	53.84615384615385
2759	True	0.9265618920326233	0.9274270534515381	0.9256982803344727	7.692375026049747	47.99704790709506	43.81658456147274	0.9983416795730591	0.9844027757644653	33.84841795437822	46.66666616666667	80.0
2765	True	0.9697503447532654	0.9672413468360901	0.9722723960876465	66.9773111613145	84.65720029213966	83.93024761231518	0.9315431714057922	0.9778257012367249	88.80208333333333	87.4999995	11.11111111111111
2770	True	0.9186432957649231	0.9260873794555664	0.9113179445266724	17.265324947760643	48.39026236600176	47.673781265340644	0.9869698286056519	0.977820873260498	46.514646705032234	62.85714236081633	57.89473684210527
2774	True	0.9299953579902649	0.9241392612457275	0.935926079750061	28.50782270836371	66.35405537912975	63.66566104737045	0.9911999702453613	0.9912000298500061	56.60818713450292	58.82352891176471	47.05882352941176
2845	True	0.9180350303649902	0.9305283427238464	0.9058728218078613	10.484512779262289	31.940065409238095	33.114577177502674	0.9530818462371826	0.8369646072387695	38.35051546391753	47.0588230449827	60.0
2855	True	0.9999380111694336	0.9999380111694336	0.9999380111694336	100.00000000000004	100.0	100.0	0.9881284832954407	0.9892492294311523	99.76851851851852	99.9999995	0.0
2927	True	0.9079105854034424	0.9112122058868408	0.9046328067779541	16.560906145894844	44.1911081140706	42.978759962251395	0.8542314767837524	0.7552481293678284	42.884721456150025	44.44444395061729	60.0
2965	True	0.9118764400482178	0.909862756729126	0.9138990640640259	31.35859063707743	52.34327126502508	50.0437394578743	1.0	1.0	49.29786392405063	49.99999950255103	56.25
2992	True	0.9862422943115234	0.9878596663475037	0.9846301674842834	89.70773746801086	91.43464681451898	91.13903127076227	0.9911999702453613	0.9912000298500061	89.99228395061729	89.9999995	10.0
2994	True	0.9625884890556335	0.9726254343986511	0.9527566432952881	50.78431769269645	74.25073475017386	72.45888213366483	1.0	1.0	71.48550724637681	74.99999950347224	28.57142857142857
